1,1,15 مايو,15 May,true
2,1,الازبكية,Al Azbakeyah,true
3,1,البساتين,Al Basatin,true
4,1,التبين,Tebin,true
5,1,الخليفة,El-Khalifa,true
6,1,الدراسة,El darrasa,true
7,1,الدرب الاحمر,Aldarb Alahmar,true
8,1,الزاوية الحمراء,Zawya al-Hamra,true
9,1,الزيتون,El-Zaytoun,true
10,1,الساحل,Sahel,true
11,1,السلام,El Salam,true
12,1,السيدة زينب,Sayeda Zeinab,true
13,1,الشرابية,El Sharabeya,true
14,1,مدينة الشروق,Shorouk,true
15,1,الظاهر,El Daher,true
16,1,العتبة,Ataba,true
17,1,القاهرة الجديدة,New Cairo,true
18,1,المرج,El Marg,true
19,1,عزبة النخل,Ezbet el Nakhl,true
20,1,المطرية,Matareya,true
21,1,المعادى,Maadi,true
22,1,المعصرة,Maasara,true
23,1,المقطم,Mokattam,true
24,1,المنيل,Manyal,true
25,1,الموسكى,Mosky,true
26,1,النزهة,Nozha,true
27,1,الوايلى,Waily,true
28,1,باب الشعرية,Bab al-Shereia,true
29,1,بولاق,Bolaq,true
30,1,جاردن سيتى,Garden City,true
31,1,حدائق القبة,Hadayek El-Kobba,true
32,1,حلوان,Helwan,true
33,1,دار السلام,Dar Al Salam,true
34,1,شبرا,Shubra,true
35,1,طره,Tura,true
36,1,عابدين,Abdeen,true
37,1,عباسية,Abaseya,true
38,1,عين شمس,Ain Shams,true
39,1,مدينة نصر,Nasr City,true
40,1,مصر الجديدة,New Heliopolis,true
41,1,مصر القديمة,Masr Al Qadima,true
42,1,منشية ناصر,Mansheya Nasir,true
43,1,مدينة بدر,Badr City,true
44,1,مدينة العبور,Obour City,true
45,1,وسط البلد,Cairo Downtown,true
46,1,الزمالك,Zamalek,true
47,1,قصر النيل,Kasr El Nile,true
48,1,الرحاب,Rehab,true
49,1,القطامية,Katameya,true
50,1,مدينتي,Madinty,true
51,1,روض الفرج,Rod Alfarag,true
52,1,شيراتون,Sheraton,true
53,1,الجمالية,El-Gamaleya,true
54,1,العاشر من رمضان,10th of Ramadan City,true
55,1,الحلمية,Helmeyat Alzaytoun,true
56,1,النزهة الجديدة,New Nozha,true
57,1,العاصمة الإدارية,Capital New,true
58,2,الجيزة,Giza,true
59,2,السادس من أكتوبر,Sixth of October,true
60,2,الشيخ زايد,Cheikh Zayed,true
61,2,الحوامدية,Hawamdiyah,true
62,2,البدرشين,Al Badrasheen,true
63,2,الصف,Saf,true
64,2,أطفيح,Atfih,true
65,2,العياط,Al Ayat,true
66,2,الباويطي,Al-Bawaiti,true
67,2,منشأة القناطر,ManshiyetAl Qanater,true
68,2,أوسيم,Oaseem,true
69,2,كرداسة,Kerdasa,true
70,2,أبو النمرس,Abu Nomros,true
71,2,كفر غطاطي,Kafr Ghati,true
72,2,منشأة البكاري,Manshiyet Al Bakari,true
73,2,الدقى,Dokki,true
74,2,العجوزة,Agouza,true
75,2,الهرم,Haram,true
76,2,الوراق,Warraq,true
77,2,امبابة,Imbaba,true
78,2,بولاق الدكرور,Boulaq Dakrour,true
79,2,الواحات البحرية,Al Wahat Al Baharia,true
80,2,العمرانية,Omraneya,true
81,2,المنيب,Moneeb,true
82,2,بين السرايات,Bin Alsarayat,true
83,2,الكيت كات,Kit Kat,true
84,2,المهندسين,Mohandessin,true
85,2,فيصل,Faisal,true
86,2,أبو رواش,Abu Rawash,true
87,2,حدائق الأهرام,Hadayek Alahram,true
88,2,الحرانية,Haraneya,true
89,2,حدائق اكتوبر,Hadayek October,true
90,2,صفط اللبن,Saft Allaban,true
91,2,القرية الذكية,Smart Village,true
92,2,ارض اللواء,Ard Ellwaa,true
93,3,ابو قير,Abu Qir,true
94,3,الابراهيمية,Al Ibrahimeyah,true
95,3,الأزاريطة,Azarita,true
96,3,الانفوشى,Anfoushi,true
97,3,الدخيلة,Dekheila,true
98,3,السيوف,El Soyof,true
99,3,العامرية,Ameria,true
100,3,اللبان,El Labban,true
101,3,المفروزة,Al Mafrouza,true
102,3,المنتزه,El Montaza,true
103,3,المنشية,Mansheya,true
104,3,الناصرية,Naseria,true
105,3,امبروزو,Ambrozo,true
106,3,باب شرق,Bab Sharq,true
107,3,برج العرب,Bourj Alarab,true
108,3,ستانلى,Stanley,true
109,3,سموحة,Smouha,true
110,3,سيدى بشر,Sidi Bishr,true
111,3,شدس,Shads,true
112,3,غيط العنب,Gheet Alenab,true
113,3,فلمينج,Fleming,true
114,3,فيكتوريا,Victoria,true
115,3,كامب شيزار,Camp Shizar,true
116,3,كرموز,Karmooz,true
117,3,محطة الرمل,Mahta Alraml,true
118,3,مينا البصل,Mina El-Basal,true
119,3,العصافرة,Asafra,true
120,3,العجمي,Agamy,true
121,3,بكوس,Bakos,true
122,3,بولكلي,Boulkly,true
123,3,كليوباترا,Cleopatra,true
124,3,جليم,Glim,true
125,3,المعمورة,Al Mamurah,true
126,3,المندرة,Al Mandara,true
127,3,محرم بك,Moharam Bek,true
128,3,الشاطبي,Elshatby,true
129,3,سيدي جابر,Sidi Gaber,true
130,3,الساحل الشمالي,North Coast/sahel,true
131,3,الحضرة,Alhadra,true
132,3,العطارين,Alattarin,true
133,3,سيدي كرير,Sidi Kerir,true
134,3,الجمرك,Elgomrok,true
135,3,المكس,Al Max,true
136,3,مارينا,Marina,true
137,4,المنصورة,Mansoura,true
138,4,طلخا,Talkha,true
139,4,ميت غمر,Mitt Ghamr,true
140,4,دكرنس,Dekernes,true
141,4,أجا,Aga,true
142,4,منية النصر,Menia El Nasr,true
143,4,السنبلاوين,Sinbillawin,true
144,4,الكردي,El Kurdi,true
145,4,بني عبيد,Bani Ubaid,true
146,4,المنزلة,Al Manzala,true
147,4,تمي الأمديد,tami al'amdid,true
148,4,الجمالية,aljamalia,true
149,4,شربين,Sherbin,true
150,4,المطرية,Mataria,true
151,4,بلقاس,Belqas,true
152,4,ميت سلسيل,Meet Salsil,true
153,4,جمصة,Gamasa,true
154,4,محلة دمنة,Mahalat Damana,true
155,4,نبروه,Nabroh,true
156,5,الغردقة,Hurghada,true
157,5,رأس غارب,Ras Ghareb,true
158,5,سفاجا,Safaga,true
159,5,القصير,El Qusiar,true
160,5,مرسى علم,Marsa Alam,true
161,5,الشلاتين,Shalatin,true
162,5,حلايب,Halaib,true
163,5,الدهار,Aldahar,true
164,6,دمنهور,Damanhour,true
165,6,كفر الدوار,Kafr El Dawar,true
166,6,رشيد,Rashid,true
167,6,إدكو,Edco,true
168,6,أبو المطامير,Abu al-Matamir,true
169,6,أبو حمص,Abu Homs,true
170,6,الدلنجات,Delengat,true
171,6,المحمودية,Mahmoudiyah,true
172,6,الرحمانية,Rahmaniyah,true
173,6,إيتاي البارود,Itai Baroud,true
174,6,حوش عيسى,Housh Eissa,true
175,6,شبراخيت,Shubrakhit,true
176,6,كوم حمادة,Kom Hamada,true
177,6,بدر,Badr,true
178,6,وادي النطرون,Wadi Natrun,true
179,6,النوبارية الجديدة,New Nubaria,true
180,6,النوبارية,Alnoubareya,true
181,7,الفيوم,Fayoum,true
182,7,الفيوم الجديدة,Fayoum El Gedida,true
183,7,طامية,Tamiya,true
184,7,سنورس,Snores,true
185,7,إطسا,Etsa,true
186,7,إبشواي,Epschway,true
187,7,يوسف الصديق,Yusuf El Sediaq,true
188,7,الحادقة,Hadqa,true
189,7,اطسا,Atsa,true
190,7,الجامعة,Algamaa,true
191,7,السيالة,Sayala,true
192,8,طنطا,Tanta,true
193,8,المحلة الكبرى,Al Mahalla Al Kobra,true
194,8,كفر الزيات,Kafr El Zayat,true
195,8,زفتى,Zefta,true
196,8,السنطة,El Santa,true
197,8,قطور,Qutour,true
198,8,بسيون,Basion,true
199,8,سمنود,Samannoud,true
200,9,الإسماعيلية,Ismailia,true
201,9,فايد,Fayed,true
202,9,القنطرة شرق,Qantara Sharq,true
203,9,القنطرة غرب,Qantara Gharb,true
204,9,التل الكبير,El Tal El Kabier,true
205,9,أبو صوير,Abu Sawir,true
206,9,القصاصين الجديدة,Kasasien El Gedida,true
207,9,نفيشة,Nefesha,true
208,9,الشيخ زايد,Sheikh Zayed,true
209,10,شبين الكوم,Shbeen El Koom,true
210,10,مدينة السادات,Sadat City,true
211,10,منوف,Menouf,true
212,10,سرس الليان,Sars El-Layan,true
213,10,أشمون,Ashmon,true
214,10,الباجور,Al Bagor,true
215,10,قويسنا,Quesna,true
216,10,بركة السبع,Berkat El Saba,true
217,10,تلا,Tala,true
218,10,الشهداء,Al Shohada,true
219,11,المنيا,Minya,true
220,11,المنيا الجديدة,Minya El Gedida,true
221,11,العدوة,El Adwa,true
222,11,مغاغة,Magagha,true
223,11,بني مزار,Bani Mazar,true
224,11,مطاي,Mattay,true
225,11,سمالوط,Samalut,true
226,11,المدينة الفكرية,Madinat El Fekria,true
227,11,ملوي,Meloy,true
228,11,دير مواس,Deir Mawas,true
229,11,ابو قرقاص,Abu Qurqas,true
230,11,ارض سلطان,Ard Sultan,true
231,12,بنها,Banha,true
232,12,قليوب,Qalyub,true
233,12,شبرا الخيمة,Shubra Al Khaimah,true
234,12,القناطر الخيرية,Al Qanater Charity,true
235,12,الخانكة,Khanka,true
236,12,كفر شكر,Kafr Shukr,true
237,12,طوخ,Tukh,true
238,12,قها,Qaha,true
239,12,العبور,Obour,true
240,12,الخصوص,Khosous,true
241,12,شبين القناطر,Shibin Al Qanater,true
242,12,مسطرد,Mostorod,true
243,13,الخارجة,El Kharga,true
244,13,باريس,Paris,true
245,13,موط,Mout,true
246,13,الفرافرة,Farafra,true
247,13,بلاط,Balat,true
248,13,الداخلة,Dakhla,true
249,14,السويس,Suez,true
250,14,الجناين,Alganayen,true
251,14,عتاقة,Ataqah,true
252,14,العين السخنة,Ain Sokhna,true
253,14,فيصل,Faysal,true
254,15,أسوان,Aswan,true
255,15,أسوان الجديدة,Aswan El Gedida,true
256,15,دراو,Drau,true
257,15,كوم أمبو,Kom Ombo,true
258,15,نصر النوبة,Nasr Al Nuba,true
259,15,كلابشة,Kalabsha,true
260,15,إدفو,Edfu,true
261,15,الرديسية,Al-Radisiyah,true
262,15,البصيلية,Al Basilia,true
263,15,السباعية,Al Sibaeia,true
264,15,ابوسمبل السياحية,Abo Simbl Al Siyahia,true
265,15,مرسى علم,Marsa Alam,true
266,16,أسيوط,Assiut,true
267,16,أسيوط الجديدة,Assiut El Gedida,true
268,16,ديروط,Dayrout,true
269,16,منفلوط,Manfalut,true
270,16,القوصية,Qusiya,true
271,16,أبنوب,Abnoub,true
272,16,أبو تيج,Abu Tig,true
273,16,الغنايم,El Ghanaim,true
274,16,ساحل سليم,Sahel Selim,true
275,16,البداري,El Badari,true
276,16,صدفا,Sidfa,true
277,17,بني سويف,Bani Sweif,true
278,17,بني سويف الجديدة,Beni Suef El Gedida,true
279,17,الواسطى,Al Wasta,true
280,17,ناصر,Naser,true
281,17,إهناسيا,Ehnasia,true
282,17,ببا,beba,true
283,17,الفشن,Fashn,true
284,17,سمسطا,Somasta,true
